,Unnamed: 0,Name,Review,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
10,10,FatherOf4,"
Wish I bought these before trying 3 other pairs.


I wish I had bought these before I went through 3 pair of cheaper headphones.  I've only worn twice so I will update this review if things change but my first impression is WOW.The headphones fit comfortably and the sound is great.  The cord doesn't cause any issues while running where others I've had create a bounce effect when running.  The headphones pair quickly EVERY time which seems like no big deal except none of my last 3 pair paired so easily, it was always a hassle.  They feel very light and you forget you are running with them.Minor cons (still 5 star product):Slight hiss sound after bluetooth connected with nothing playing.  Gone when you play music and not noticeable between songs (it might disappear altogether).The power/pause button is very easy to hit which is a good thing in one way but bad in another. If I move the headphone to adjust, I find myself pausing the music and since my music app is my background app when running, I have to open the app to restart the music.Positive surprisesThe amount of additional stuff shipped with the headphones make you sure you will be happy.  I know the description says it has extra buds, dual cable and car charger with 2 ports but when you open the box and have all this it's really nice.Absolutely worth every penny so far.  My last pairs failed after a few months of heavy use. Will update this review if that happens to these.  H
",1,0.9856,0.5139484126984126,1.0,0
11,11,Mikel B. Bass,"
Amazing Product, Amazing Customer Support, Amazing Battery Life, Amazing Sound & Bass


These Bluetooth Headphones fit well, and feel great. They sound stage is very large and has deep bass, more that I had expected. The range is pretty good as well as the battery life is spot on, even at near full volume (not recommended to use full volume they get LOUD). I was weary of the wire getting in the way but since the controls are on the the ear buds the wire is never in the way and is super light so it feels non-existent. Also since the controls are on the ear bud, it is easy to locate them- on top of that the controls work really well; I might recommend flipping the volume up and volume down buttons but that is my only recommendation. For me the memory foam ear tips work the best, they seal extremely well, after contacting Invotek they were able to track down some replacements that I could buy for feature use, I highly recommend getting a pack: https://www.amazon.com/gp/product/B01ABWGHHG/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1That brings me to my next topic, their customer service is on point, very quick to respond, very devoted to customer service and experience. I had the delight to work with Kimberly Pollak and I would like to give her a shout out. I have seen other reviews that say this product sometimes fails a few months into use, so don't forget to register the product for the amazing one year warranty that they provide; remember the device is not water proof so don't go swimming with it either.
",1,0.9965,0.5608954008954009,1.0,1
12,12,Mike C.,"
A mixed bag of surprisingly good and surprisingly bad


I'm a little surprised that this product is currently the best selling Bluetooth earbud set on Amazon.  The price certainly isn't unreasonable, but it isn't the cheapest either, and the set has some very significant shortcomings.  The first thing you will notice is that they are very large for earbuds and protrude significantly from the ears.  Some may not have a problem with this, but I think they are an eyesore in use.  The foam tips fit nicely into my ear canal and they stay put nicely as well, but the over-the-ear anchor is made of relatively hard plastic and becomes uncomfortable quickly for me.  Wind noise is another odd and disappointing side effect of their size and shape.  Even walking with them on a windy day renders them almost useless, and forget about using them for active sports like bicycling.  Last but not least, they are the slowest to connect of any bluetooth buds I have ever used.  They take a full 20-30 seconds to get a stable connection to my modern Android phone and during that time the sound cuts in and out maddeningly.The large size is probably also responsible for the two most impressive selling points of this set:  sound quality and battery life.  I don't have extensive experience with a variety of Bluetooth buds at every price point, but these are the best sounding set I have used.  The sound rivals a decent set of wired earbuds, and this was very surprising to me.  Battery life is similarly impressive.  I get tired of listening to music or podcasts long before the battery runs out on this set, and I don't even need to charge them every day.
",1,0.9868,0.5547619047619046,1.0,0
13,13,Chris Moss,"
Don't buy them!


Here's the deal...these headphones don't sound horrible and the battery life is pretty good.  They just don't stay connected.  I'm a distance runner and I bought these to use on 3-4 hour runs and within 15-20 minutes the headphones disconnect from my device and I'm left listening to my feet for the rest of the time.  I've tried everything I can think of: I've charged them right before a run, I've tried putting the device on a different arm, I've tried running when it's dry, I've tried running in the rain, I even tried just setting it on the device and home and seeing what would happen and they still disconnect.Look, I'd love to give these things a good review because I really do like the battery life but at the end of the day no matter how good the things sound or how long they last if they don't connect and stay connected they're completely worthlessDon't buy them.  Spring for a more expensive name brand pair that'll keep working.
",1,0.9193,0.5112433862433863,1.0,0
14,14,N. Song,"
The Bluetooth connection was terrible. Would start having issues if I moved more ...


The Bluetooth connection was terrible. Would start having issues if I moved more than 3 feet from phone, moved too much (exercise) or even when walking if i had the phone in my jacket pocket. Phone had to be unobstructed and within 2 feet and no moving to work perfectly
",0,-0.4939,0.7000000000000001,0.0,0
15,15,Danielle Dinstein,"
Sound constantly cuts out


I really wanted to love these headphones. They were so cheap, the sound quality was pretty good, and they were so convenient. However, I had too many issues and ultimately had to return them for several reasons.First of all, they were not really noise-cancelling. During my commute, I often could barely hear my music over the sounds of the subway, let alone block out those noises, even if my volume was turned was turned way up.Second and more importantly, the bluetooth connectivity on these headphones sucks. If I was just sitting in place, I had no issues. However, during my commute I'd constantly hear the music cutting out. This would only last about 1 second at a time, but it happened so frequently that eventually I couldn't ignore it. If I turned my head to look to the side, the connection would cut out. If I put my phone in my purse or back pocket, it would cut out. If it was raining outside, it was almost impossible to listen because it would cut out so often. I confirmed that it wasn't an issue with my phone or Spotify, and from reading several of the other reviews it sounds like I'm not the only one who experienced this.
",0,-0.0275,0.49194444444444446,1.0,0
16,16,SARAH K,"
NOT WHAT THEY USED TO BE!!!


I PURCHASED MY FIRST SET OF SENSO HEADPHONES IN 2018 AND OMG I WAS IN LOVE!!! THESE ARE NOT THE SAME QUALITY!!! I CAN ONLY IMAGINE THEY'RE LOSING MONEY ON ALL THE RETURNS THEY'RE GETTING?? PROBABLY COULD HAVE JUST NOT SLACKED ON QUALITY AND HAD A LOT MORE HAPPY RETURN CUSTOMERS WHO DO NOT RETURN THEIR ""NEW AND IMPROVED HEADPHONES""*****TLDR: DO NOT BUY!!! ****THEY RECENTLY QUIT WORKING AND CUSTOMER SERVICE TOLD ME THEY WOULD BE FIXED IF I FACTORY RESET THEM...WELL...IT DIDN'T WORK.SO I REORDERED THE SAME HEADPHONES, OR SO I THOUGHT... THESE ARE NOT THE SAME, THEY'RE SO CHEAP, AND THE EARHOOKS ARE NO LONGER ADJUSTABLE - SENSO SAYS, ""THEY DON'T MAKE THE ADJUSTABLE EARHOOKS ANYMORE BECAUSE THEIR CUSTOMERS PREFER THEM FLEXIBLE SO NOW THEY'RE JUST FLEXIBLE"". I ASKED IF THEY HAVE ANY HEADPHONE WITH FLEXIBLE EARHOOKS, THEY SAID NO.SO ALL OF THIS TO SAY, THE EAR HOOKS DON'T EVEN HOOK MY EAR, THEY'RE TOO BIG AND DO NOT CONFORM TO THE EAR.IF YOU ONCE LOVED SENSO AND EXPECT THE SAME QUALITY....STEER CLEAR!! I'M NOW ON THE HUNT FOR A PAIR OF HEADPHONES THAT JUST DON'T EXIST ANYMORE :(
",1,0.983,0.4600713012477718,1.0,0
17,17,Frank C,"
Were great while they worked


Did not know what to expect from these but not that I got a chance to listen to them on my iphone and my pc I am impressed! they feel comfortable and overall sound is pretty good. I can say they are close to sounding like my apple headphones. They go loud as well, also love the fact that they came in a case, extra ear buds, a usb charger and an iphone lightening cable which I was not expecting. I will be using these in the gym so I will give this review an update after noticing how well battery life is, overall comfort and quality.--------------UPDATE-----------50 DAYS AFTER MY PURCHASE AND THESE THINGS DONT WORK ANYMORE. What a waste of money. I only used these on an average of 5 hours a week inside the gym. I have had a $20 pair of bluetooth headphones that lasted over a year without a problem. And now I cannot even return them.
",1,0.9905,0.5321428571428571,1.0,0
18,18,A. Forshaw,"
I’d give the


I bought these headphones about a year ago.... so have had some time with them now and here is my thoughts:Pros:- packaging is nice- you get some nice kit along with the headphones (eg the car charger and cable are pretty nice, seems like good quality tho I haven’t really used them much and just charge at home)- they las a reasonably long time and charge in a reasonably short timeMeh’s- sound quality is so-so.  The base is overbearing, the treble is muted and sounds distant. Highs are definitely rolled off. Sounds stage is cheap sounding.(Am I an audiophile? Not really... I have a few high end cans and try to buy the best in my albeit limited budget so have some experience with both good and crummy headphones)Bad:- the ear clips (whatever it’s called that goes around your ears) are garbage.  They have the support of a wet noodle. Headphones consistently work their way out of my canals and have to repeatedly be pushed back in, both during workouts and at rest.Final verdict:Meh.  They’re what you get for cheap.  I have a few pairs of this style, mainly because I wasn’t satisfied with these and wanted something that wouldn’t fall out of my ears all the time.... however the sound of these is slightly better than those.I would not recommend these. I would not buy them again if the ones I have conk out. (I’m always on the cusp of giving them away but then I have to spend more cash to replace them and they’re not terrible).They work, but just so.Hope that helps (in the scheme of 30K+ reviews, statistically 60% of which are fake... seriously. Look it up!!... happens almost across the board).Cheers.
",1,0.9068,0.5119642857142856,1.0,0
19,19,janene,"
Totally not waterproof


I used to love these Bluetooth headphones. And then I decided to use the waterproof feature and go swimming for the first time today. The instant I got them wet they were dead even though everything is closed everything looked great and these are supposed to be waterproof. They have work great for all exercise up until the pool......... UPDATE TO REVIEW> Customer service is great, I contacted them to discuss and they replaced my headphones, however they informed me that (As we informed you earlier, the Senso ActivBuds S-250 are IPX7 Waterproof rated and have been tested by submerging them fully into water for a short period of time.  Although, most IPX7 rated devices can be submerged under water for short period of time, it is still recommended not to do so.  That being said, the Senso ActivBuds will hold up very well against rain, heavy sweat, and all kinds of other activities which involve interaction with moisture.) When I looked up what IPX7 means, it states IPX7: Can be submerged up to 1 meter in water for 30 minutes. I killed 2 pairs of these by swimming less than 30 minutes, and I was for sure less than 1 meter down.
",1,0.9216,0.4357323232323232,1.0,0
20,20,David Chatzistamatis,"
I'm done. I used to love these.


I bought a replacement pair recently after I broke my old pair, and as soon as I took them out of the box I could tell there was a difference. The new pair just felt....cheaper. The plastic felt cheaper, the buttons made a clicking sound when you touched them since they were so loose, but the worst part was the ear hooks. I usually have problems with keeping earbuds in due to my inner ear canal shape, but the thing that I loved (loved as in past tense) about these earbuds was the ear hooks. I could do practically anything wearing them and they'd comfortably stay in.With the replacement pair, however, the hooks were just rubber pieces that couldn't be shaped. The hooks on the old pair had a piece of wire inside of them that allowed you to bend and shape them, thus the universal fit. But as soon as I put on the new pair I could almost instantly feel them sliding out of my ears, and of course the hooks did absolutely nothing because you couldn't bend and shape them! What's even the point! Seriously, they're just pieces of rubber that do absolutely nothing unless you just so happen to have extra large ears.To be fair, they still sound pretty much as good as they did before, but what's the point if they won't stay in? I even tried using the larger foam tips they came with, but they always would just fall out. I'm not even running or anything like that, I'm just walking and these things won't even stay in. It's extremely frustrating to have to push them back in every 15 seconds.I blame it all on cheaper manufacturing. Like I said before, the difference was instantly noticeable. It's such a shame that Senso has gone down the path of so many other corporate institutions that think they can cheapen their products and people will just be ok with it. I threw these things in the garbage rather than try to have Senso replace them with another pair that more than likely will still be just as cheap. Maybe I just got a bad pair, but I highly doubt it. More than likely this is just greedy capitalism at play: cut costs and make more money. Except in this case, where I'm gonna buy my replacement pair from somewhere else.
",1,0.3631,0.5184918155130921,1.0,0
21,21,Piotr C.,"
Maybe just a defective set...


I'm no audiophile but I'm honestly not sure how these have been rated so high unless the masses don't care about sound quality. I've used Sennheiser (corded) earbuds for quite a few years and also had a set of over the ear ones, and while I wasn't expecting much for the price, these had two issues. The majority of my use lately has been doing yard work, mowing the lawn, etc. but was getting tired of dealing with the cord. After ordering the Senso, I was pleased with the packaging, what they had to offer and got them paired to my phone quickly. Listening to Pandora which is how I use my Sennheisers, the sound was VERY bass heavy and couldn't turn the volume up much. The other problem I had using it for the first time, is that regardless if I had my Samsung S7 in my back pocket, or sitting on the trunk of my car within a 10-20ft line of sight, the sound cut out quite frequently sometimes for seconds at a time. I tried moving the wire around by the ear buds and could replicate the sound cutting out a few times but regardless, they had to go back. Unfortunately due to the sound quality alone I just couldn't see keeping these or using them enough.
",0,-0.9431,0.430488888888889,0.0,0
22,22,NinjApple,"
Got a second pair, and completley different.  ZERO bass, sound horrible.  I am so dissappointed, I told


Update: Got a second pair, and completely different.  ZERO bass, sound horrible.  I am so disappointed, I told family and friends about them.  Maybe they make money by sending out a good pair here and there and garbage otherwise.  I am returning them, so maybe I will upgrade if another pair work.  If not, heed this warning if you have bought them yet, NOT ALL PAIRS ARE EQUAL!!!I have only had them for a week, so can't speak to longevity, but the sound is really really impressive at this price.  I honestly can't believe they are selling at this price point, but I sure do appreciate it.I stumboled onto these on Prime Day (only save $7 off the $37 spot) and reviews were off the charts so I pulled the trigger (needed a decent pair).Most other pairs at this cost sound like garbage and last a couple months.  These sound insane, but we will see how long the last.Great clarity, strong base, well made, and very comfortable.  They feel and sound like a $150 headset easy.
",1,0.9915,0.6271296296296296,0.0,0
23,23,Alanamous,"
Terrible as headphones, but my dog loves the case...


When these first arrived and I put them on I was disappointed that I was unable to find ANY way to wear them without causing pain inside my right ear. I couldn't understand but assumed that as the right side is the control side it must be slightly different. I understand that I'm incredibly sensitive, but unfortunately that means that a piece of hard plastic pushing into the cartilige inside of my ear ends up being incredibly painful. Still, I tried to ignore this.I was happy when I was able to quickly pair the earbuds with my Samsung Galaxy S7 (shows how cheap I am, but I'm happy for the upgrade from my S5.) I was also happy when I was able to actually answer a call. The sound coming through was unbearably loud, but that's no surprise for me, again Ms. overly sensitive. The frustrating thing was that although I was supposed to be able to adjust the sensitivity so that the next time I answer and make a call it would be quieter, I found that every single time I answered and made calls I had to adjust the volume down once the call was connected.  Not very fun since I pretty much have to have the earbuds in my ears to do this. If I don't, I end up disconnecting the call with the overly sensitive buttons. I was on my way to blowing out my eardrums.Along with my being overly sensitive I am unfortunately extremely quiet. Not so fun for anyone else whom I'm trying to talk to. No matter how high I turned up my phone AND the earbuds, and not to mention put all the energy I had into trying to use my diaphram to control my oxygen and voice level, the person on the other end was always telling me they couldn't hear me. What people WERE able to hear however were any sounds that were around me, such as birds chirping, a slight breeze blowing or water running.These Bluetooth headphones were supposed to allow me to use my phone since I'm unable to hold it up to my head for more than a minute or two due to chronic illness related disability. It's been so difficult searching for a replacement Bluetooth for my previous Plantronic that I got at Costco many years ago. I especially miss the ones which were able to properly do voice-to-text.People don't understand how hard it is for the disabled to be able to acquire products and technology necessary to assist them in their lives while meanwhile people who don't need such things are much more apt to come by these products and technologies. Sorry for the gripe, it was more a reflection that I used to have this on my $30 bluetooth for my Palm phone, but once that sort of thing became mainstream it's all of the sudden $300 and requires a $1,000 phone. Ridiculous what some people will pay money for instead of deciding that's ridiculous.Oh well. I almost forgot the about the case. This headset comes in a semi-hard rounded zippered case. And my dog thinks it's the perfect size to grab and try to get me to chase her around the house for. So at least she likes the case. :) That's all that really matters anyways.
",1,0.3274,0.6000278540903541,0.0,0
24,24,Kevin,"
Excessive wind noise


Unfortunately, these did not work for me, in spite of me hoping they would due to the low price point. First of all, I had no problem with the audio quality indoors. I did change the iPhone to low base for a more true sound, as they were pretty base heavy out of the box. But I downgraded the rating for these two reasons; 1) The over-ear loops were way too big for me, and not adjustable. They actually rode completely above my ears (I do have small ears). 2) The biggest complaint is the amount of wind noise they pick up. I ran on a completely calm morning, but just the air movement caused by me running was amplified in the headphones and quite annoying. I cannot imagine what these would be like on a bicycle where actual speed or wind was present. Granted, after a little while, you may get used to the wind noise and you can always just turn the volume up higher, but those did not seem like reasonable compromises to me. I returned the headphones and will seek a different option. Note, I am coming from a $140 pair of Jaybirds which I really liked, but they finally died and I was hoping to replace without spending a large sum of cash. I ordered a $50 pair of Phaiser BHS-750 and we'll see what they are like.
",1,0.8294,0.5323070607553366,0.0,0
25,25,Zloner,"
Not as good as their 2017 version


NOTE: I clicked on the old order and it linked me to this product. So I purchased presuming the products were the same.I bought these headphones in May 22 of this year. I chose to get these due to my VERY GOOD experience with these headphones back in 2017. These were purchased to replace the ones I had from 2017 since those were starting to wear out with exposed wire and etc. Where as the 2017 version would easily get 5 stars, this time these do not.Comparing the two, my main issue is that the ear hooks in the 2019 version that I received has a wire frame that you can use to adjust to your ear and etc. Like inside feels like you're bending a worn out paper clip that you've been bending back and forth or some wire frame. This sounds like a good idea, but it's one of those good thought but very bad execution. The problem is when you're moving or talking or doing anything, it moves the ear hooks and it cause the suction of the buds to come out. Making it feel like it's not fully in your ear or stays there uneven. For headphones that are designed for physical activity, it's perplexing why they would design the hooks to have that flimsy wire instead of plastic that's one size fit all like in the past.The price changed too, but I thought it was just due to the 2 year time between my last purchase and this current one.  At the time of purchase in 2017 it was about 10-12$ more to the current price (29.99 instead of 19.99 or so and factoring any tax and shipping).Overall the quality of this current product should be considered, and ultimately I do not recommend it. I hope they go back to how they manufactured these like in 2017. I'd pay more, for better quality.
",1,0.9598,0.4069142857142858,1.0,0
26,26,H Marie,"
Great headphones for a small price tag !!!


I LOVE these headphones !  I use them to watch TV late at night when the rest of the household is sleeping.  They pair quickly to ourConnect brand universal wireless audio transmitter. The battery life is AT LEAST 8 hours and they charge quickly !  The customer support for this product is excellent.  I haven't experienced any lag time what so ever with these and the quality of the sound is GREAT for such an inexpensive product. I agree with the other reviewers who've noted..... no need to JAM these into your ears. Just insert them, without screwing them into into your ears and they are so comfortable, you'll forget all about them.  They are perfect for us night owls who are sick of trying to watch TV on a low volume in order not to keep everyone else awake at night !
",1,0.9814,0.5906746031746033,1.0,1
27,27,B. Hoglund,"
Noise blocking, not cancellation


As far as I know this product blocks the outside sound / noise, it does not actively cancel it like a Bose Noise Cancellation headphone or their like.This requires a very tight fit of the ear buds, otherwise noise will leak in. I had to experiment with the various sizes of ear buds to get a fit that blocked most of the sound.Perhaps interestingly; I am ~90% deaf with tinnitus. My expensive hearing aids can receive my iPhone's Bluetooth so that I can listen to music, but it sounds terrible, with a annoying tinny quality. However, phone calls' voices are excellent. The SENSO Bluetooth headphones music sounds great, but their iPhone call quality is worse than my hearing aids; too much bass and not enough treble (the exact opposite of the hearing aids).For a normal hearing person, I think you will find the cell phone quality very good.For their price, I doubt they have much competition! Highly recommended!
",0,-0.1819,0.5254761904761905,0.0,0
28,28,Kindle Customer,"
Stopped working in 3 months


I am writing this review because the majority of reviews are written within the first week and do not reflect the product's performance over a reasonable period of time. These headphones worked moderately well for the first few months (there were some connectivity issues at times, but I figured they were fine enough for the price). However, these are advertised as waterproof, and they certainly did not live up to that standard. In the shower a week after purchase, they immediately cut off. I assumed they were broken, but a day later they turned back on after drying out. This happened another time in the shower, prompting me to not wear them near water anymore. Then, just over 3 months into owning the headphones, they cut out randomly during one of my workouts. Again, a day later, they were restored (maybe they cut out due to the water from sweat?). And finally, last week, they cut out for good. Will not turn back on. I am just outside of the return window, so I have to eat this cost.I know there are a lot of positive reviews. But as consumers, we need to be aware of how companies are manipulating Amazon's review process. They are drowning out the real, authentic experiences, like the one I am documenting here. I recommend against buying these headphones, as you will most likely be replacing them in 3-6 months. Good luck!
",1,0.9422,0.38611912778579444,1.0,0
